,Field_Name,Harvest Year,CO2_kg_per_Ha,Total_Water_Applied_mm,Crop_Protection_Application_Doses,Enter Crop Area (ha),Enter Total Wet Mass Harvested (kg),Enter Dry Finished Yield Mass (kg),Soil_Organic_Matter,Yield_kg_per_Ha,Yield_kg_per_Ha_Dry,N_as_Urea_kg_per_Ha,N_as_Nitrate_kg_per_Ha,N_as_Ammonium_kg_per_Ha,P_as_Phosphorus_kg_per_Ha,P_as_P2O5_kg_per_Ha,K_as_Potassium_kg_per_Ha,K_as_K2O_kg_per_Ha,Season
844,M6V2170,2021,-60.97,450.0,26.0,48.0,316510.0,155150,3.4,6593.958333333333,3232.2916666666665,0.0,218.75,0.0,104.0,0.0,0.0,0.0,SUMMER
845,M6V2171,2021,-697.13,450.0,22.0,38.5,203530.0,101150,3.4,5286.493506493506,2627.2727272727275,0.0,103.75,0.0,130.0,0.0,120.0,0.0,SUMMER
846,M6V2172,2021,-636.59,450.0,23.0,79.0,332790.0,166330,3.3,4212.53164556962,2105.443037974684,0.0,103.75,0.0,130.0,0.0,120.0,0.0,SUMMER
847,M6V2183,2021,-209.26,450.0,20.0,33.82,163410.0,75460,3.4,4831.756357185098,2231.224127735068,0.0,223.75,0.0,130.0,0.0,0.0,0.0,SUMMER
848,M6V2189,2021,-609.78,450.0,22.0,25.0,142620.0,75120,3.3,5704.8,3004.8,0.0,103.75,0.0,130.0,0.0,120.0,0.0,SUMMER
850,M2V2126,2021,1159.53,450.0,20.0,60.0,439520.0,194660,2.5,7325.333333333333,3244.333333333333,69.0,0.0,0.0,0.0,0.0,0.0,114.0,SUMMER
851,M2V2127,2021,1165.53,450.0,20.0,85.0,638050.0,262240,2.5,7506.470588235294,3085.176470588235,69.0,0.0,0.0,0.0,0.0,0.0,114.0,SUMMER
852,M7I2147,2021,904.21,350.0,22.0,68.0,525220.0,274580,2.988888889,7723.823529411765,4037.941176470588,138.0,0.0,33.22,0.0,157.04,0.0,120.0,WINTER
854,M7I2148,2021,2003.94,350.0,17.0,177.0,1062000.0,531000,1.982222222,6000.0,3000.0,138.0,0.0,33.0,0.0,156.0,0.0,139.8,WINTER
855,M7I2149,2021,486.93,350.0,15.0,104.0,609610.0,312000,3.2851851850000005,5861.634615384615,3000.0,92.0,0.0,33.0,0.0,156.0,0.0,138.0,WINTER
856,M7I2180,2021,1290.53,350.0,17.0,116.0,454530.0,445440,2.23,3918.362068965517,3840.0,128.8,0.0,33.0,0.0,156.0,0.0,120.0,WINTER
857,M6I2116,2021,212.07,350.0,24.0,122.0,554520.0,332330,2.66,4545.245901639344,2724.0163934426228,0.0,184.25,20.25,128.0,0.0,56.0,0.0,WINTER
858,M6I2117,2021,525.88,350.0,23.0,58.0,281690.0,160030,2.25,4856.724137931034,2759.137931034483,0.0,76.25,20.25,128.0,0.0,56.0,0.0,WINTER
860,M6I2118,2021,-501.85,350.0,20.0,25.0,130190.0,74250,2.45,5207.6,2970.0,0.0,56.0,0.0,128.0,0.0,56.0,0.0,WINTER
861,M6I2119,2021,-367.94,350.0,20.0,25.0,86650.0,51820,2.74,3466.0,2072.8,0.0,76.25,20.25,128.0,0.0,56.0,0.0,WINTER
862,M6I2120,2021,-447.93,350.0,20.0,16.0,67640.0,35920,2.88,4227.5,2245.0,0.0,76.25,20.25,128.0,0.0,56.0,0.0,WINTER
863,M6I2121,2021,286.75,350.0,19.0,16.6,86450.0,49300,2.45,5207.831325301205,2969.879518072289,0.0,184.25,20.25,56.0,0.0,128.0,0.0,WINTER
864,M6I2122,2021,420.36,350.0,23.0,126.0,743320.0,440420,2.41,5899.36507936508,3495.396825396825,0.0,184.25,20.25,128.0,0.0,56.0,0.0,WINTER
865,M6I2123,2021,327.75,350.0,21.0,11.0,57290.0,32670,2.45,5208.181818181818,2970.0,0.0,184.25,20.25,56.0,0.0,128.0,0.0,WINTER
866,M6I2124,2021,232.41,350.0,20.0,14.0,47540.0,23590,2.5,3395.714285714286,1685.0,0.0,76.25,20.25,128.0,0.0,56.0,0.0,WINTER
867,M4V2116,2021,742.69,450.0,18.0,57.0,509820.0,279740,3.436,8944.21052631579,4907.719298245615,195.5,18.0,30.7482,90.0,0.0,30.0,40.71,SUMMER
868,M4V2117,2021,1488.34,450.0,25.0,34.18,336420.0,172210,2.5,9842.598010532476,5038.326506729081,115.0,15.96,0.0,79.8,0.0,26.6,49.8,SUMMER
869,M4V2118,2021,1491.18,450.0,23.0,108.36,1133860.0,538920,2.602702702702703,10463.824289405686,4973.421926910299,207.8372,16.881600000000002,0.0,75.9672,0.0,28.136000000000003,74.58,SUMMER
871,M7I2109,2021,306.89,350.0,19.0,123.0,217520.0,206640,2.6,1768.4552845528456,1680.0,128.8,0.0,22.0,0.0,104.0,0.0,108.0,WINTER
872,M7I2110,2021,283.84,350.0,21.0,107.0,223010.0,211860,2.7,2084.205607476636,1980.0,128.8,0.0,22.0,0.0,104.0,0.0,108.0,WINTER
873,M7I2111,2021,-293.4,350.0,19.0,95.5,150790.0,143250,3.4,1578.9528795811518,1500.0,128.8,0.0,22.0,0.0,104.0,0.0,108.0,WINTER
874,M7I2112,2021,78.75,350.0,20.0,55.0,52110.0,49500,2.9,947.4545454545456,900.0,128.8,0.0,22.0,0.0,104.0,0.0,108.0,WINTER
875,M7I2113,2021,14.22,350.0,20.0,120.0,432000.0,129600,3.1,3600.0,1080.0,128.8,0.0,22.0,0.0,104.0,0.0,108.0,WINTER
877,M2I2145,2021,1081.32,350.0,17.0,92.0,372420.0,193960,2.5,4048.0434782608695,2108.260869565217,211.6,18.5,0.0,129.5,0.0,18.5,0.0,WINTER
878,M2V2118,2021,-711.77,450.0,17.0,167.0,1279020.0,502520,2.845090909090909,7658.802395209581,3009.1017964071857,0.0,0.0,23.1,0.0,109.2,0.0,102.0,SUMMER
880,M8V2123,2021,798.82,450.0,30.0,71.0,279360.0,134990,2.5,3934.647887323944,1901.2676056338028,69.0,0.0,22.0,0.0,104.0,0.0,120.0,SUMMER
881,M6V2151,2021,-1.24,450.0,15.0,65.0,528030.0,223830,1.95,8123.538461538462,3443.538461538461,0.0,0.0,30.8,0.0,145.6,0.0,138.0,SUMMER
882,M6I2174,2021,863.47,350.0,10.0,89.0,505720.0,281690,2.293846153846154,5682.247191011236,3165.0561797752807,113.62,15.0,0.55,90.0,2.6,30.0,90.0,WINTER
883,M6I2175,2021,-254.38,350.0,13.0,108.0,831000.0,415500,3.785454545454545,7694.444444444444,3847.222222222222,168.82,15.0,0.55,90.0,2.6,30.0,90.0,WINTER
885,M6I2176,2021,9.29,350.0,12.0,118.0,417720.0,208860,3.2555555555555555,3540.0,1770.0,168.82,15.0,0.495,90.0,2.34,30.0,138.0,WINTER
887,M8V2101,2021,1563.34,450.0,23.0,56.5,310750.0,170290,2.006896551724138,5500.0,3013.982300884956,69.0,10.28,0.0,77.1,0.0,111.5,0.0,SUMMER
888,M8V2102,2021,1375.42,450.0,18.0,82.0,373320.0,200400,1.9853658536585368,4552.682926829269,2443.9024390243903,131.1,10.28,0.0,77.1,0.0,111.5,0.0,SUMMER
889,M2I2124,2021,-874.1,350.0,15.0,140.0,388510.0,220740,3.01,2775.0714285714284,1576.7142857142858,55.2,0.0,0.0,0.0,0.0,0.0,0.0,WINTER
891,M7I21108,2021,945.65,350.0,24.0,150.0,988260.0,522000,2.7826666666666666,6588.4,3480.0,92.0,0.0,22.44,0.0,106.08,0.0,90.0,WINTER
892,M2V2101,2021,575.77,450.0,23.0,70.0,673060.0,328990,2.5,9615.142857142857,4699.857142857143,82.8,104.0,0.0,115.0,0.0,104.0,30.0,SUMMER
893,M2V2102,2021,519.62,450.0,19.0,95.0,880200.0,477690,2.45,9265.263157894737,5028.315789473684,82.8,104.0,0.0,115.0,0.0,40.0,30.0,SUMMER
894,M2V2103,2021,258.82,450.0,21.0,116.0,1193940.0,683520,2.9,10292.586206896553,5892.413793103448,82.8,104.0,0.0,115.0,0.0,104.0,30.0,SUMMER
896,M2V2104,2021,95.45,450.0,15.0,200.0,1591820.0,872320,2.855,7959.1,4361.6,82.8,104.0,0.0,115.0,0.0,104.0,30.0,SUMMER
898,M2V2105,2021,682.7,450.0,18.0,208.0,1961120.0,1005260,2.21,9428.46153846154,4832.9807692307695,82.8,104.0,0.0,115.0,0.0,104.0,30.0,SUMMER
900,M2I2150,2021,581.15,350.0,11.0,196.0,1757140.0,936560,2.33,8965.0,4778.367346938776,92.0,41.6,42.0,0.0,0.0,41.6,132.0,WINTER
902,M2I2151,2021,22.05,350.0,15.0,200.0,1598500.0,852000,2.1,7992.5,4260.0,0.0,41.6,42.0,0.0,0.0,41.6,132.0,WINTER
904,M7I2124,2021,1256.69,350.0,23.0,202.51,1101290.0,588090,2.2,5438.200582687275,2904.0047405066416,92.0,22.05,0.33,98.0,1.56,0.0,132.6,WINTER
906,M7I2125,2021,525.31,350.0,20.0,35.65,192680.0,97320,3.1,5404.768583450211,2729.873772791024,92.0,22.05,0.33,98.0,1.56,0.0,132.0,WINTER
907,M7I2126,2021,917.24,350.0,21.0,56.9,307540.0,155340,2.6,5404.920913884007,2730.0527240773285,92.0,22.05,0.33,98.0,1.56,0.0,132.0,WINTER
908,M7V2101,2021,1094.49,450.0,37.0,65.0,416060.0,245180,2.5,6400.923076923077,3772.0,0.0,56.7,81.23,0.0,115.96,0.0,134.13,SUMMER
910,M7V2102,2021,635.65,450.0,26.0,24.0,107490.0,62440,2.5,4478.75,2601.6666666666665,0.0,48.6,73.13,0.0,115.96,0.0,139.18200000000002,SUMMER
911,M7V2103,2021,1501.11,450.0,34.0,156.0,957220.0,476310,2.5,6136.025641025641,3053.269230769231,36.8,62.1,88.83,0.0,126.36,0.0,132.0,SUMMER
913,M7V2104,2021,1610.33,450.0,27.0,147.0,1152090.0,614060,2.5,7837.34693877551,4177.278911564626,39.1,70.2,94.73,0.0,115.96,0.0,140.4,SUMMER
915,M7V2105,2021,1598.43,450.0,23.0,88.0,904660.0,447990,2.5,10280.227272727272,5090.795454545455,39.1,70.2,94.73,0.0,115.96,0.0,138.0,SUMMER
916,M7V2108,2021,1063.82,450.0,18.0,78.0,775000.0,429970,2.5,9935.897435897436,5512.4358974358975,39.1,52.65,77.17999999999999,0.0,115.96,0.0,111.132,SUMMER
918,M6I2162,2021,155.08,350.0,15.0,65.0,312000.0,156000,2.5,4800.0,2400.0,92.0,0.0,29.7,0.0,140.4,0.0,138.0,WINTER
919,M6V2138,2021,-916.27,450.0,15.0,53.0,314040.0,160660,3.3,5925.2830188679245,3031.3207547169814,0.0,0.0,29.7,0.0,140.4,0.0,0.0,SUMMER
920,M4V2122,2021,372.01,450.0,21.0,42.0,286600.0,136310,2.15,6823.809523809524,3245.4761904761904,0.0,211.3,0.0,98.4,0.0,96.0,0.0,SUMMER
921,M4V2123,2021,808.53,450.0,27.0,60.0,55370.0,18500,1.85,922.8333333333334,308.3333333333333,36.8,144.9,22.88,0.0,108.16,0.0,97.8,SUMMER
922,M6I21113,2021,1291.91,350.0,19.0,78.0,290300.0,243360,2.5,3721.794871794872,3120.0,151.8,32.0,0.0,112.0,0.0,64.0,0.0,WINTER
924,M7I2137,2021,1070.86,350.0,20.0,103.0,872210.0,453550,2.8705882352941177,8468.058252427185,4403.398058252427,80.5,0.0,67.52,0.0,120.64,0.0,132.0,WINTER
926,M7I2138,2021,-161.42,350.0,14.0,102.0,786630.0,397800,3.2375,7712.058823529412,3900.0,80.5,0.0,64.22,0.0,105.04,0.0,120.0,WINTER
927,M7I2139,2021,1079.74,350.0,18.0,103.0,877180.0,463500,2.803125,8516.31067961165,4500.0,80.5,0.0,67.575,0.0,120.9,0.0,120.0,WINTER
928,M7I2140,2021,1470.48,350.0,20.0,101.0,871610.0,460560,2.34375,8629.801980198019,4560.0,80.5,0.0,67.85,0.0,122.2,0.0,132.0,WINTER
929,M7I2141,2021,1054.28,350.0,17.0,102.0,831130.0,439170,2.771875,8148.333333333333,4305.588235294118,80.5,0.0,66.2,0.0,114.4,0.0,120.0,WINTER
930,M7I2142,2021,161.83,350.0,15.0,104.0,802060.0,405600,2.8657142857142857,7712.115384615385,3900.0,80.5,0.0,67.3,0.0,119.6,0.0,120.0,WINTER
931,M7I2143,2021,995.21,350.0,19.0,105.0,922410.0,487490,2.9611111111111112,8784.857142857143,4642.761904761905,80.5,0.0,67.52,0.0,120.64,0.0,132.0,WINTER
932,M7I2144,2021,1525.87,350.0,18.0,107.0,825190.0,417300,2.1638888888888888,7712.056074766355,3900.0,80.5,0.0,67.52,0.0,120.64,0.0,120.0,WINTER
933,M7I2145,2021,652.68,350.0,16.0,99.0,575250.0,297000,3.203333333333333,5810.606060606061,3000.0,80.5,0.0,67.52,0.0,120.64,0.0,120.0,WINTER
934,M7I2146,2021,553.37,350.0,19.0,100.0,885690.0,468000,3.55625,8856.9,4680.0,80.5,0.0,67.52,0.0,120.64,0.0,132.0,WINTER
935,M7I2190,2021,826.22,350.0,21.0,89.0,633580.0,320400,3.17,7118.876404494382,3600.0,80.5,0.0,67.52,0.0,120.64,0.0,132.0,WINTER
936,M2V2110,2021,464.19,450.0,20.0,190.0,1135540.0,354400,2.990923076923077,5976.526315789473,1865.2631578947369,82.8,0.0,52.5,0.0,0.0,0.0,72.0,SUMMER
938,M2V2111,2021,632.52,450.0,25.0,180.0,1307560.0,464180,2.9569565217391305,7264.222222222223,2578.777777777778,82.8,0.0,52.5,0.0,0.0,0.0,72.0,SUMMER
940,M6I21170,2021,-109.83,350.0,11.0,95.0,538890.0,252790,3.6208333333333336,5672.526315789473,2660.9473684210525,92.0,16.0,0.0,118.4,0.0,120.0,0.0,WINTER
941,M6I21171,2021,-113.96,350.0,14.0,120.0,537600.0,524160,3.6583333333333337,4480.0,4368.0,92.0,16.0,0.0,118.4,0.0,120.0,0.0,WINTER
942,M6I21172,2021,4.76,350.0,11.0,120.0,1091600.0,605960,3.6125,9096.666666666666,5049.666666666667,92.0,16.0,0.0,118.4,0.0,120.0,0.0,WINTER
944,M6I21173,2021,201.58,350.0,11.0,120.0,680710.0,319320,3.201639344262295,5672.583333333333,2661.0,92.0,16.0,0.0,118.4,0.0,120.0,0.0,WINTER
945,M6I21174,2021,-199.84,350.0,14.0,125.0,572850.0,558520,3.778688524590164,4582.8,4468.16,92.0,16.0,0.0,118.4,0.0,120.0,0.0,WINTER
946,M6I21175,2021,-219.87,350.0,13.0,125.0,510000.0,497250,3.756666666666667,4080.0,3978.0,92.0,16.0,0.0,118.4,0.0,120.0,0.0,WINTER
947,M6V21108,2021,-302.4,450.0,16.0,100.0,1019320.0,513430,4.241269841269841,10193.2,5134.3,124.2,16.0,0.22,118.4,1.04,0.0,0.0,SUMMER
949,M6V2152,2021,901.63,450.0,16.0,122.0,902240.0,352320,2.501639344262295,7395.409836065573,2887.8688524590166,124.2,16.0,0.22,118.4,1.04,0.0,0.0,SUMMER
951,M6V2153,2021,865.69,450.0,12.0,130.0,1146430.0,568040,2.5,8818.692307692309,4369.538461538462,124.2,16.0,0.22,118.4,1.04,0.0,0.0,SUMMER
953,M6V2154,2021,508.42,450.0,17.0,135.0,761990.0,275920,2.963235294117647,5644.37037037037,2043.851851851852,124.2,13.5,0.22,99.9,1.04,0.0,0.0,SUMMER
955,M6V2134,2021,-615.47,450.0,15.0,40.0,394420.0,232430,3.01,9860.5,5810.75,0.0,126.0,0.0,126.0,0.0,72.0,0.0,SUMMER
956,M7V2148,2021,-238.45,450.0,21.0,50.0,327880.0,98980,4.3575,6557.6,1979.6,92.0,0.0,22.44,0.0,106.08,0.0,120.0,SUMMER
958,M7V2149,2021,-258.51,450.0,23.0,86.0,494590.0,192200,4.404999999999999,5751.046511627907,2234.8837209302324,92.0,0.0,22.44,0.0,106.08,0.0,120.0,SUMMER
959,M7V2150,2021,-54.1,450.0,22.0,90.0,628580.0,203840,4.154999999999999,6984.222222222223,2264.8888888888887,92.0,0.0,22.44,0.0,106.08,0.0,120.0,SUMMER
961,M7V2156,2021,1469.79,450.0,25.0,100.0,965600.0,524320,2.3,9656.0,5243.2,92.0,0.0,22.44,0.0,106.08,0.0,120.0,SUMMER
963,M4V2159,2021,587.82,450.0,26.0,65.0,681080.0,350680,3.196551724137931,10478.153846153846,5395.076923076923,174.8,11.1,0.0,49.95,0.0,11.1,60.0,SUMMER
965,M4V2160,2021,1700.85,450.0,19.0,50.0,523280.0,268650,2.01,10465.6,5373.0,174.8,17.4,21.0,78.3,0.0,29.0,60.0,SUMMER
966,M4V2119,2021,-172.76,450.0,17.0,95.0,922500.0,482190,2.8991625,9710.526315789471,5075.684210526316,0.0,211.75,0.0,98.4,0.0,99.0,0.0,SUMMER
968,M4V2120,2021,-545.77,450.0,22.0,109.0,961360.0,562200,3.4415333333333336,8819.816513761469,5157.798165137615,0.0,201.85,0.0,98.4,0.0,78.0,0.0,SUMMER
970,M4V2121,2021,403.06,450.0,19.0,75.0,547700.0,303210,2.0653,7302.666666666667,4042.8,0.0,209.5,0.33,98.4,1.56,85.2,0.0,SUMMER
972,M4V2151,2021,-269.84,450.0,22.0,100.0,1021720.0,560310,3.068792307692308,10217.2,5603.1,0.0,126.0,0.0,0.0,0.0,84.0,0.0,SUMMER
973,M4V2125,2021,1619.65,450.0,23.0,45.0,286770.0,161710,2.3,6372.666666666667,3593.555555555556,201.8848,0.0,26.5884,0.0,95.9088,0.0,135.69,SUMMER
975,M4V2172,2021,1701.88,450.0,18.0,45.0,487540.0,260440,2.3,10834.222222222224,5787.555555555556,189.911,0.0,34.9085,0.0,87.8176,0.0,143.328,SUMMER
976,M4V2173,2021,1796.67,450.0,17.0,60.0,610360.0,330200,2.23,10172.666666666666,5503.333333333333,212.911,0.0,19.25,0.0,91.0,0.0,121.5,SUMMER
977,M6I2125,2021,74.28,350.0,13.0,34.34,162580.0,92720,2.55,4734.420500873616,2700.058241118229,0.0,184.25,20.25,56.0,0.0,128.0,0.0,WINTER
978,M6I2126,2021,127.18,350.0,15.0,89.6,456000.0,243640,2.55,5089.285714285715,2719.196428571429,0.0,184.25,20.25,56.0,0.0,132.8,0.0,WINTER
979,M6I2127,2021,193.44,350.0,15.0,33.66,171310.0,91530,2.46,5089.423648247178,2719.251336898396,0.0,184.25,20.25,56.0,0.0,128.0,0.0,WINTER
981,M6I2128,2021,215.73,350.0,15.0,14.5,73790.0,39430,2.43,5088.96551724138,2719.310344827586,0.0,184.25,20.25,56.0,0.0,128.0,0.0,WINTER
982,M6I2129,2021,128.99,350.0,9.0,16.18,79950.0,42720,2.375,4941.2855377008655,2640.2966625463537,0.0,184.25,20.25,56.0,0.0,128.0,0.0,WINTER
983,M7I21106,2021,-121.4,350.0,15.0,136.0,893790.0,440640,3.648484848484848,6571.985294117647,3240.0,46.0,44.55,68.75,0.0,114.4,0.0,114.0,WINTER
984,M7I21107,2021,-140.26,350.0,15.0,140.0,1039350.0,512400,3.574647887323944,7423.928571428572,3660.0,46.0,68.75,44.55,112.2,0.0,0.0,114.0,WINTER
985,M6I2156,2021,265.5,350.0,15.0,120.0,1383580.0,704660,2.5,11529.833333333334,5872.166666666667,92.0,0.0,24.2,0.0,114.4,0.0,0.0,WINTER
986,M6I2157,2021,250.86,350.0,15.0,120.0,1034800.0,684000,2.5,8623.333333333334,5700.0,101.2,0.0,24.2,0.0,114.4,0.0,0.0,WINTER
987,M6V2104,2021,487.25,450.0,20.0,95.0,439570.0,258420,2.8,4627.052631578948,2720.2105263157896,174.8,0.0,0.0,0.0,0.0,0.0,0.0,SUMMER
988,M4V2165,2021,710.23,450.0,21.0,16.0,97590.0,53660,1.7,6099.375,3353.75,0.0,238.5,0.0,126.0,0.0,111.0,0.0,SUMMER
989,M4V2166,2021,201.1,450.0,21.0,21.71,138560.0,68290,2.45,6382.312298479963,3145.5550437586367,0.0,225.65,0.0,94.55,0.0,99.6,0.0,SUMMER
991,M4V2167,2021,830.19,450.0,27.0,48.0,332990.0,181140,1.6,6937.291666666667,3773.75,0.0,215.38,0.0,90.16,0.0,88.76,0.0,SUMMER
993,M4V2105,2021,1334.24,450.0,14.0,69.1,319900.0,157010,2.371428571428572,4629.522431259045,2272.2141823444285,149.244,1.29,72.892,0.0,123.03199999999998,0.0,130.26,SUMMER
995,M4V2106,2021,1544.63,450.0,12.0,128.7,889310.0,530830,2.129169230769231,6909.94560994561,4124.553224553225,155.408,1.29,67.143,0.0,117.0,0.0,121.2,SUMMER
997,M4V2146,2021,291.22,450.0,14.0,48.8,298690.0,162970,3.5431200000000005,6120.696721311476,3339.549180327869,84.502,0.845,64.306,0.0,117.208,122.4,0.0,SUMMER
998,M2I2131,2021,-395.02,350.0,9.0,100.0,738470.0,396040,2.275294117647059,7384.7,3960.4,0.0,0.0,42.0,0.0,0.0,0.0,99.0,WINTER
1000,M2I2132,2021,-503.51,350.0,15.0,120.0,353490.0,344510,2.132941176470588,2945.75,2870.9166666666665,0.0,40.0,0.0,0.0,0.0,30.0,0.0,WINTER
1001,M2I2133,2021,-1218.33,350.0,15.0,152.0,1341760.0,733140,3.245,8827.368421052632,4823.289473684211,0.0,0.0,0.0,0.0,0.0,0.0,99.0,WINTER
1003,M7I21124,2021,1363.32,350.0,16.0,20.0,132000.0,39600,1.8857142857142857,6600.0,1980.0,184.0,25.0,0.0,70.0,0.0,25.0,72.0,WINTER
1004,M7I21125,2021,1199.44,350.0,15.0,62.0,97890.0,93000,1.7,1578.8709677419354,1500.0,184.0,25.0,0.0,70.0,0.0,25.0,72.0,WINTER
1005,M7I21126,2021,949.9,350.0,15.0,92.0,325560.0,110960,2.20625,3538.695652173913,1206.0869565217392,92.0,12.65,0.0,70.84,0.0,0.0,72.0,WINTER
1007,M7I21127,2021,1283.56,350.0,11.0,107.0,620600.0,186180,1.586111111111111,5800.0,1740.0,92.0,12.65,0.0,93.61,0.0,0.0,72.0,WINTER
1009,M7I21128,2021,1303.87,350.0,17.0,136.0,897600.0,269280,1.9933333333333332,6600.0,1980.0,92.0,25.0,0.0,70.0,0.0,25.0,72.0,WINTER
1011,M7I21129,2021,890.51,350.0,12.0,150.0,331580.0,315000,2.225,2210.5333333333333,2100.0,184.0,25.0,0.0,70.0,0.0,25.0,72.0,WINTER
1012,M6V2114,2021,75.63,450.0,15.0,19.0,156510.0,80310,1.5,8237.368421052632,4226.8421052631575,0.0,16.2,0.0,88.2,0.0,120.0,0.0,SUMMER
1013,M6V2115,2021,53.55,450.0,8.0,32.0,271420.0,144690,1.9,8481.875,4521.5625,0.0,92.0,19.8,0.0,93.6,120.0,0.0,SUMMER
1014,M6V2116,2021,382.73,450.0,15.0,70.0,430940.0,224120,2.0,6156.285714285715,3201.714285714286,0.0,182.0,19.8,0.0,93.6,120.0,0.0,SUMMER
1016,M6V2167,2021,-251.63,450.0,15.0,45.0,367660.0,189050,2.0,8170.222222222223,4201.111111111111,0.0,16.2,0.0,88.2,0.0,120.0,0.0,SUMMER
1017,M7I2166,2021,1038.11,350.0,21.0,104.5,872390.0,438900,2.5,8348.22966507177,4200.0,92.0,14.0,0.33,103.6,1.56,0.0,120.0,WINTER
1018,M7I2167,2021,205.61,350.0,19.0,106.0,929160.0,467460,2.5,8765.66037735849,4410.0,95.22,14.0,0.0,103.6,0.0,0.0,120.0,WINTER
1020,M6V2117,2021,-382.54,450.0,15.0,56.0,414740.0,172940,2.2,7406.071428571428,3088.214285714286,0.0,32.0,0.0,96.0,0.0,64.0,0.0,SUMMER
1022,M6I2155,2021,-1167.11,350.0,8.0,50.0,230670.0,105000,2.750270276456266,4613.4,2100.0,0.0,0.0,0.22,0.0,1.04,0.0,0.0,WINTER
1023,M6V2161,2021,108.08,450.0,14.0,13.0,74880.0,35180,3.4420000076293946,5760.0,2706.153846153846,92.0,16.0,0.0,118.4,0.0,0.0,0.0,SUMMER
1024,M6V2162,2021,168.08,450.0,13.0,23.0,126230.0,61270,3.322222179836697,5488.260869565217,2663.913043478261,92.0,16.0,0.0,118.4,0.0,0.0,0.0,SUMMER
1025,M6V2163,2021,167.67,450.0,13.0,70.0,320510.0,167430,3.3119999980926518,4578.714285714285,2391.8571428571427,92.0,16.0,1.1,118.4,5.2,0.0,0.0,SUMMER
1027,M2V2107,2021,78.64,450.0,18.0,155.0,758720.0,153640,3.047962962962964,4894.967741935484,991.2258064516128,82.8,100.0,18.7,0.0,88.4,75.0,102.0,SUMMER
1028,M7I21130,2021,1306.64,350.0,12.0,94.0,207790.0,197400,1.5,2210.531914893617,2100.0,92.0,25.0,0.0,70.0,0.0,25.0,72.0,WINTER
1029,M6I21100,2021,595.45,350.0,19.0,30.5,281320.0,147750,3.1,9223.606557377048,4844.262295081967,174.8,36.0,0.0,108.0,0.0,54.0,108.0,WINTER
1030,M6I2199,2021,661.0,350.0,18.0,18.0,161470.0,88440,3.1,8970.555555555555,4913.333333333333,92.0,36.0,0.0,108.0,0.0,54.0,108.0,WINTER
1031,M6V21107,2021,-434.81,450.0,15.0,18.0,115390.0,67110,2.3,6410.555555555556,3728.3333333333335,0.0,36.0,0.0,63.0,0.0,54.0,96.0,SUMMER
1033,M6I21142,2021,-844.46,350.0,15.0,143.0,467150.0,451740,2.5,3266.7832167832166,3159.020979020979,0.0,0.0,0.0,0.0,0.0,0.0,90.0,WINTER
1035,M4V2103,2021,939.66,450.0,15.0,30.0,215580.0,123790,2.3788,7186.0,4126.333333333333,87.39999999999999,77.527,68.02,0.0,119.08,120.0,0.0,SUMMER
1037,M7I2168,2021,1210.74,350.0,23.0,79.63,563040.0,301000,2.1875,7070.7019967349,3779.982418686425,92.0,11.75,0.33,86.95,1.56,0.0,0.0,WINTER
1038,M7I2169,2021,1448.31,350.0,21.0,80.37,568270.0,303800,1.8125,7070.6731367425655,3780.017419435113,92.0,11.75,0.33,86.95,1.56,0.0,0.0,WINTER
1039,M7I2170,2021,1373.13,350.0,21.0,96.0,511550.0,259200,2.24,5328.645833333333,2700.0,105.8,14.0,0.33,103.6,1.56,0.0,0.0,WINTER
1040,M7I2171,2021,1351.55,350.0,22.0,99.29,746010.0,375320,1.988888888888889,7513.445462785779,3780.0382717292778,92.0,11.75,0.33,86.95,1.56,0.0,0.0,WINTER
1041,M7I2172,2021,1638.82,350.0,21.0,134.7,1060250.0,533410,1.776923076923077,7871.1952487008175,3959.985152190052,197.8,11.75,0.33,86.95,1.56,0.0,0.0,WINTER
1042,M7I2173,2021,1721.33,350.0,21.0,152.71,1202010.0,604730,1.6933333333333334,7871.193765961626,3959.989522624582,105.8,13.0,0.33,96.2,1.56,0.0,0.0,WINTER
1043,M4V2104,2021,1683.85,450.0,15.0,40.0,314220.0,189410,2.055,7855.5,4735.25,83.51,1.29,69.015,0.0,121.68,0.0,120.0,SUMMER
1045,M4V2107,2021,1155.81,450.0,17.0,150.0,1250110.0,754320,2.3166666666666678,8334.066666666668,5028.8,153.936,0.445,44.402,0.0,2.6,0.0,124.02,SUMMER
1047,M4V2147,2021,1522.96,450.0,16.0,40.0,229060.0,116590,1.9209,5726.5,2914.75,83.51,0.445,67.745,0.0,119.6,123.0,0.0,SUMMER
1049,M4V2108,2021,805.19,450.0,20.0,71.5,616670.0,353410,2.275,8624.755244755244,4942.797202797203,87.4,126.4,0.0,92.4,0.0,0.0,120.0,SUMMER
1050,M4V2109,2021,558.08,450.0,13.0,72.7,535570.0,312290,3.0,7366.8500687757905,4295.598349381018,179.4,36.14,0.0,91.74,0.0,0.0,108.0,SUMMER
1052,M4V2145,2021,864.86,450.0,20.0,90.0,504730.0,222740,2.543229166666667,5608.111111111111,2474.8888888888887,115.0,85.5,30.8,0.0,145.6,0.0,120.0,SUMMER
1053,M4V2114,2021,228.94,450.0,20.0,20.0,102690.0,55800,2.5,5134.5,2790.0,0.0,172.0,42.0,98.0,0.0,72.0,0.0,SUMMER
